age,monthly_income,loan_amount,loan_term_months,past_due,employment_type,has_mortgage,num_prev_loans,credit_utilization,default
64,5104,6882,60,no,self-employed,no,4,0.377,1
69,9909,7134,48,no,self-employed,yes,6,0.59,0
39,6704,7232,24,no,employed,yes,3,0.011,0
62,6677,11565,60,no,unemployed,yes,2,0.161,1
48,5260,8447,60,no,employed,yes,4,0.186,0
23,4807,3123,48,no,employed,no,0,0.069,0
34,1627,2285,60,no,employed,yes,3,0.426,1
53,7937,3620,36,no,employed,yes,3,0.336,0
28,6896,2345,60,yes,unemployed,yes,0,0.383,0
42,5641,1930,12,yes,employed,no,2,0.17,1
58,5725,3179,60,no,unemployed,yes,3,0.158,0
28,7472,10030,12,no,employed,no,0,0.323,0
45,2890,2441,24,no,self-employed,no,3,0.291,1
31,4820,1561,12,no,employed,yes,1,0.104,0
47,3727,6641,36,yes,employed,no,3,0.298,1
32,9543,10497,24,no,unemployed,no,1,0.02,0
68,7751,6904,60,no,employed,no,1,0.01,0
24,1594,1718,36,no,employed,no,2,0.124,0
68,2972,3209,60,yes,self-employed,yes,3,0.229,0
59,5735,5765,24,no,self-employed,yes,3,0.26,0
62,5055,6164,12,no,employed,yes,2,0.405,0
62,3351,5456,48,no,self-employed,no,2,0.103,0
30,9889,7442,48,yes,self-employed,no,1,0.263,1
66,6625,6826,36,no,self-employed,no,4,0.245,0
50,6949,2122,60,no,employed,no,0,0.37,0
68,4615,7336,60,no,employed,no,1,0.477,0
64,7444,5648,36,no,unemployed,no,1,0.14,0
49,5239,3703,60,yes,employed,no,2,0.41,0
39,5433,9759,48,no,employed,no,4,0.437,0
26,7222,8497,48,no,unemployed,no,1,0.222,0
25,2742,1328,36,no,employed,yes,2,0.349,0
40,9194,6420,12,no,employed,yes,2,0.54,0
60,6364,5281,24,no,self-employed,no,3,0.225,0
45,8561,15230,48,no,self-employed,yes,3,0.168,0
44,3849,3640,48,no,unemployed,yes,3,0.277,0
32,4153,2679,24,yes,self-employed,no,4,0.285,0
48,3676,4244,48,no,employed,no,4,0.326,0
52,6500,5896,24,no,employed,yes,1,0.235,0
69,6131,2344,24,no,employed,yes,1,0.197,0
56,5071,8069,60,no,unemployed,no,2,0.252,0
50,3971,1284,36,no,employed,no,1,0.137,0
65,3466,5711,24,no,employed,no,0,0.12,0
41,5903,8782,36,no,employed,yes,3,0.348,0
66,5068,2096,36,no,employed,no,4,0.432,0
39,4628,6411,48,no,employed,yes,2,0.407,0
27,9094,13244,60,no,employed,no,2,0.281,1
41,5835,7022,36,no,employed,no,1,0.045,0
27,8540,9961,36,no,unemployed,no,3,0.119,0
26,4933,1847,36,no,unemployed,no,0,0.476,0
64,6489,2525,36,yes,employed,no,2,0.14,0
59,5889,8191,24,yes,unemployed,no,3,0.284,1
31,2604,1193,12,no,employed,no,1,0.333,0
62,8856,5869,60,yes,employed,no,0,0.051,0
24,5729,6005,36,no,employed,no,2,0.064,0
34,7492,4092,36,yes,self-employed,no,2,0.45,0
55,4495,6673,12,no,self-employed,no,1,0.096,0
35,5670,8567,60,no,employed,no,3,0.074,0
56,4266,6668,24,no,self-employed,no,1,0.09,0
63,8471,3171,36,no,self-employed,yes,2,0.312,0
24,6622,6236,60,yes,self-employed,yes,1,0.205,0
22,6734,10574,36,no,employed,yes,4,0.238,0
67,8716,7363,60,no,self-employed,no,7,0.328,0
46,8312,11169,24,no,employed,yes,2,0.583,0
45,7530,8914,48,yes,employed,yes,1,0.236,0
43,3156,2590,60,no,self-employed,yes,0,0.19,0
42,4608,3292,36,no,employed,no,1,0.472,0
54,3992,5106,48,no,self-employed,no,1,0.332,0
49,7455,3730,36,no,self-employed,no,4,0.279,0
29,6341,10083,48,no,employed,yes,3,0.157,0
51,3218,3747,60,no,employed,no,6,0.416,0
53,5622,2626,48,no,self-employed,yes,0,0.476,0
26,3011,4080,60,no,self-employed,no,1,0.49,1
39,5893,5578,36,no,self-employed,yes,0,0.073,0
59,2689,1629,36,no,employed,no,2,0.01,0
51,7057,12290,24,no,employed,no,2,0.296,0
27,6755,9318,48,no,employed,no,0,0.377,0
22,9815,11674,60,yes,self-employed,no,3,0.67,0
49,7695,12106,48,no,employed,yes,3,0.523,0
43,5154,5750,24,no,self-employed,yes,1,0.203,0
68,7636,7347,36,no,employed,no,3,0.259,0
46,3204,1871,48,yes,employed,yes,2,0.18,0
66,4075,2160,60,no,employed,no,1,0.541,0
31,6666,6319,24,no,employed,no,3,0.297,0
42,1683,1656,12,no,employed,no,2,0.106,0
27,5925,8294,36,no,employed,no,2,0.269,0
49,3959,3813,12,yes,self-employed,yes,3,0.159,1
30,6202,7378,60,no,employed,yes,3,0.084,0
45,3844,5953,36,yes,self-employed,no,2,0.388,0
37,6848,12257,36,no,employed,yes,3,0.325,0
30,6038,4732,24,yes,employed,no,5,0.226,0
25,8800,14545,36,no,self-employed,no,4,0.393,0
46,6013,9074,60,no,employed,no,1,0.126,0
67,4462,1793,36,no,employed,no,3,0.151,0
30,5506,4411,12,no,employed,no,1,0.201,0
40,3311,2081,24,no,employed,no,1,0.28,0
32,6812,8832,60,no,unemployed,no,4,0.208,1
60,7179,8133,60,yes,employed,no,0,0.322,0
41,10938,11400,24,no,employed,no,2,0.329,0
68,4756,6874,48,no,self-employed,yes,1,0.27,0
33,5464,4370,12,no,employed,no,2,0.436,0
24,4848,4237,36,no,unemployed,yes,2,0.11,0
49,6424,10268,12,no,employed,no,1,0.441,0
52,6763,11891,60,no,employed,no,0,0.278,0
69,5893,8630,60,yes,employed,yes,3,0.169,0
63,8172,5112,24,no,employed,yes,0,0.285,0
64,4766,2235,36,yes,employed,yes,2,0.548,0
52,7972,4893,12,no,employed,no,0,0.229,0
38,7076,6609,24,no,employed,no,0,0.512,0
42,5975,3913,12,no,employed,no,1,0.412,0
27,5370,8868,24,yes,employed,no,3,0.397,0
42,10853,14174,60,no,employed,no,2,0.517,0
38,4365,4038,12,no,employed,no,0,0.49,0
22,6595,4687,60,no,employed,no,0,0.341,0
31,4499,3918,12,no,employed,yes,0,0.57,0
47,9571,9705,36,no,employed,no,1,0.625,0
39,7773,10654,36,no,employed,no,2,0.532,0
69,4643,2015,60,yes,employed,yes,1,0.288,0
44,7025,11052,24,no,unemployed,no,2,0.528,0
67,6515,3201,24,no,employed,yes,0,0.209,0
53,4966,3444,48,no,employed,no,2,0.178,0
22,7516,13456,48,yes,self-employed,no,3,0.232,0
30,6778,3967,48,no,employed,yes,1,0.09,0
55,6431,2904,12,no,employed,no,5,0.236,0
47,5916,7440,24,no,self-employed,no,6,0.303,0
35,6862,6105,60,no,self-employed,yes,3,0.026,1
46,6458,2827,48,no,unemployed,no,3,0.248,0
65,6118,1869,48,no,unemployed,no,3,0.64,0
40,4717,1975,24,yes,employed,no,2,0.216,0
23,9387,10176,24,no,self-employed,no,3,0.295,0
36,3899,2520,60,no,employed,yes,0,0.603,0
66,6855,10051,48,no,unemployed,yes,1,0.279,0
58,5359,8500,12,yes,employed,no,0,0.031,0
62,9519,4923,60,no,employed,yes,6,0.647,0
65,4193,3377,36,yes,employed,no,5,0.39,0
26,4529,2354,24,no,employed,no,1,0.048,0
34,4060,2963,36,no,employed,no,1,0.33,0
23,6646,4378,48,no,self-employed,no,0,0.073,0
21,3253,4815,36,no,employed,no,0,0.044,0
61,5042,4125,36,no,self-employed,no,6,0.262,0
66,1695,1768,48,yes,employed,no,1,0.109,0
28,6480,8494,24,no,employed,yes,3,0.596,0
56,4999,7665,60,no,employed,no,0,0.244,0
47,3023,2272,36,no,employed,yes,1,0.155,0
24,8171,5015,36,no,employed,yes,3,0.473,0
65,3384,5981,48,yes,employed,yes,1,0.01,0
63,7593,5924,48,yes,employed,no,1,0.238,0
48,4597,6006,36,no,self-employed,no,3,0.435,0
55,9203,12118,48,no,employed,no,2,0.406,0
40,7499,8031,60,yes,self-employed,no,1,0.604,1
59,3983,2559,60,no,self-employed,no,1,0.493,0
42,4165,2133,60,no,employed,yes,4,0.208,0
69,7211,7431,24,no,unemployed,yes,4,0.128,0
24,5475,5838,36,no,self-employed,yes,2,0.192,0
29,5661,8265,36,yes,self-employed,no,2,0.879,1
68,8544,11660,12,no,self-employed,yes,3,0.18,0
35,4502,7509,48,no,employed,no,3,0.065,0
36,6182,10857,24,no,unemployed,yes,4,0.499,0
59,7909,11007,24,no,employed,no,2,0.358,0
30,7618,3159,24,no,employed,no,1,0.108,0
46,5680,5155,24,yes,self-employed,no,1,0.01,0
35,5422,6577,24,no,employed,yes,0,0.252,0
30,2522,2989,48,no,employed,no,1,0.227,0
68,3887,2224,36,yes,employed,yes,4,0.737,0
30,6636,7793,24,no,employed,no,2,0.175,1
25,5724,4719,24,no,unemployed,yes,3,0.171,0
54,6149,4970,60,no,employed,no,2,0.234,0
63,8078,12529,12,no,employed,no,1,0.112,0
27,3625,3381,36,yes,self-employed,no,4,0.448,0
55,5527,6030,36,no,self-employed,no,5,0.326,0
47,6377,7297,36,no,self-employed,yes,4,0.234,0
61,4591,5254,60,yes,employed,no,1,0.207,0
27,8862,5491,48,no,unemployed,yes,4,0.351,1
68,7817,9373,60,no,employed,yes,1,0.112,0
51,6580,5276,60,no,self-employed,yes,1,0.07,0
62,9588,12296,24,no,employed,yes,2,0.101,0
38,3002,1556,24,no,employed,yes,3,0.394,0
67,5984,10718,24,yes,employed,no,3,0.401,0
51,6732,9815,36,yes,employed,yes,1,0.253,0
27,4170,3860,36,no,employed,no,0,0.377,0
66,6601,4964,24,no,employed,yes,1,0.218,0
59,3786,3338,24,no,self-employed,no,4,0.197,0
35,7381,10199,36,no,employed,yes,1,0.079,0
47,8115,10412,48,yes,employed,yes,3,0.656,0
40,6544,8854,48,yes,employed,no,3,0.348,1
47,2294,3747,60,no,unemployed,no,2,0.804,1
68,4066,4002,24,yes,employed,no,2,0.29,0
65,7129,9298,36,no,employed,no,2,0.223,0
31,6042,5813,60,no,unemployed,no,3,0.184,0
68,1500,1885,48,no,self-employed,no,3,0.1,0
42,8485,8588,36,no,employed,no,1,0.01,0
55,6273,9189,36,no,employed,yes,1,0.307,0
58,4361,1342,12,yes,unemployed,yes,2,0.236,0
44,7989,4981,60,no,employed,yes,1,0.398,0
43,4644,3458,48,no,employed,no,1,0.365,0
43,4623,7942,36,yes,employed,yes,1,0.59,0
63,6716,7122,36,no,self-employed,yes,2,0.254,0
39,9562,8094,36,no,employed,no,1,0.27,0
34,9247,8382,24,no,unemployed,no,0,0.275,0
38,6719,6569,48,no,self-employed,no,1,0.361,0
30,6924,11090,36,no,employed,no,3,0.605,0
40,7582,13219,12,no,employed,yes,3,0.082,0
26,3486,5459,36,no,unemployed,no,1,0.141,0
25,7288,11387,60,no,employed,yes,4,0.065,0
56,4531,2711,36,yes,employed,yes,2,0.388,0
24,6636,4665,36,no,self-employed,no,2,0.169,0
48,5545,6621,48,no,employed,yes,3,0.346,0
59,7002,8992,60,yes,employed,no,1,0.183,0
56,6236,3766,48,yes,employed,no,1,0.483,1
42,1500,2129,60,no,employed,yes,2,0.461,0
30,6357,3813,12,no,self-employed,yes,3,0.316,0
66,7284,5058,60,no,employed,yes,6,0.423,0
61,6891,5238,60,no,employed,yes,2,0.273,0
50,5794,9090,36,no,self-employed,no,1,0.395,0
25,9284,12980,48,no,employed,no,5,0.426,0
22,6622,7257,24,yes,self-employed,yes,0,0.531,0
36,6875,10516,36,yes,employed,yes,1,0.039,1
28,8088,12288,24,no,employed,no,1,0.179,0
63,6725,5949,12,yes,employed,no,1,0.109,0
31,4203,6187,60,no,self-employed,no,4,0.186,0
34,1500,914,24,no,unemployed,yes,4,0.01,0
68,5045,5321,36,no,employed,no,4,0.497,0
61,7521,3590,24,yes,employed,yes,3,0.141,1
31,5293,4976,36,no,employed,no,2,0.23,0
39,7602,8214,36,no,employed,no,4,0.29,0
46,6297,2643,24,no,employed,no,2,0.271,0
53,8576,8523,48,no,unemployed,yes,3,0.28,1
66,5409,6910,60,no,self-employed,no,2,0.142,0
63,6935,8468,36,no,employed,yes,1,0.264,0
68,7011,2674,60,no,employed,no,2,0.383,0
22,9003,3988,48,no,employed,yes,2,0.147,0
32,2586,2138,48,no,employed,no,4,0.244,0
48,5083,7949,24,no,employed,yes,1,0.337,0
23,7697,12350,12,no,unemployed,no,2,0.172,0
38,9091,6949,60,no,employed,no,2,0.093,0
28,6480,8931,36,no,employed,no,2,0.202,0
66,5414,6313,36,yes,employed,yes,1,0.129,0
24,7514,13338,60,no,employed,yes,4,0.383,0
28,7737,3419,24,yes,unemployed,yes,1,0.566,0
30,5280,5923,48,no,self-employed,no,1,0.343,0
28,6660,7917,24,no,self-employed,yes,2,0.295,0
48,8361,6366,60,no,self-employed,yes,5,0.187,0
38,9780,3622,24,no,employed,yes,1,0.341,0
65,7485,2830,12,no,self-employed,yes,3,0.562,0
33,6088,5968,48,no,self-employed,yes,2,0.279,0
47,5891,7886,24,no,employed,no,1,0.223,0
53,7114,9605,60,yes,employed,yes,2,0.381,1
51,5768,3296,48,no,self-employed,no,2,0.147,0
60,6379,10123,24,no,unemployed,no,2,0.203,0
30,3884,3362,24,no,employed,no,2,0.136,0
45,8594,15009,60,no,unemployed,no,1,0.068,0
60,3719,1774,48,no,unemployed,no,2,0.237,0
63,5135,7983,60,yes,unemployed,no,3,0.087,0
51,6195,10299,12,no,employed,yes,2,0.107,0
52,9981,15310,60,no,employed,no,3,0.298,0
63,5154,7799,36,no,self-employed,yes,1,0.167,0
51,4667,3929,48,no,employed,no,2,0.346,0
67,4898,6710,36,no,employed,yes,2,0.145,0
27,9317,10891,12,no,self-employed,no,1,0.409,0
38,1500,1405,60,no,employed,no,1,0.301,0
26,3994,7147,60,yes,employed,yes,3,0.436,0
25,11462,8432,36,no,unemployed,yes,1,0.139,0
44,7181,6604,60,no,employed,no,1,0.318,0
32,3788,6266,24,no,unemployed,yes,1,0.605,0
40,5916,4339,24,no,employed,yes,1,0.211,0
42,6134,3245,12,no,employed,yes,0,0.385,0
51,7692,5884,36,no,employed,no,1,0.119,0
67,9679,13927,12,yes,employed,no,4,0.343,0
62,6777,10773,36,no,employed,no,2,0.033,0
39,4920,2320,12,yes,self-employed,no,0,0.399,0
36,7574,9335,48,no,unemployed,no,2,0.156,0
58,4603,5297,60,no,employed,no,2,0.703,0
27,3933,5125,48,yes,employed,no,1,0.179,0
47,2480,3240,24,yes,employed,no,2,0.386,0
41,2869,4989,48,no,employed,no,1,0.308,0
29,4207,3448,24,yes,employed,yes,4,0.032,0
51,3644,2731,48,yes,employed,yes,2,0.489,0
36,6626,7764,36,yes,employed,yes,1,0.309,0
30,3601,3399,36,no,employed,no,0,0.335,1
53,1500,1515,12,no,employed,no,1,0.275,0
29,3912,1580,60,no,self-employed,no,0,0.361,0
53,5056,2641,60,no,employed,no,0,0.223,0
28,4789,8155,48,yes,employed,no,1,0.172,0
42,9039,3637,60,yes,employed,no,1,0.365,0
60,4772,5655,60,no,employed,no,1,0.233,0
32,7761,11112,24,yes,unemployed,yes,5,0.215,1
58,5962,1894,48,yes,self-employed,no,2,0.059,0
56,5915,3750,24,yes,unemployed,no,0,0.184,0
65,4329,3747,36,no,employed,yes,2,0.142,0
29,5882,6236,24,no,employed,yes,2,0.081,0
56,4469,3630,60,yes,employed,yes,1,0.319,0
66,6340,8073,48,no,employed,yes,5,0.255,1
58,5527,3535,24,no,employed,yes,2,0.315,0
30,4110,1390,36,no,employed,no,2,0.409,0
61,7983,2413,36,yes,employed,yes,2,0.228,0
26,6853,5607,48,no,employed,no,2,0.709,0
49,5103,4299,60,no,employed,yes,0,0.079,0
45,6290,10837,24,no,employed,no,1,0.35,0
47,5832,2141,36,no,employed,no,2,0.16,0
46,4264,4669,36,yes,unemployed,no,1,0.227,0
22,6140,7163,36,no,employed,no,2,0.43,0
45,4757,6416,36,no,employed,no,1,0.441,0
66,4110,5170,12,yes,employed,no,2,0.366,0
42,2754,859,24,yes,employed,no,1,0.225,0
34,5282,6590,36,no,self-employed,no,2,0.154,0
69,7133,5589,60,yes,employed,yes,2,0.232,0
25,4610,6727,24,no,unemployed,yes,1,0.372,0
44,11041,6431,24,no,unemployed,no,1,0.198,0
46,7771,10679,48,no,employed,yes,1,0.293,0
44,8608,10658,60,yes,unemployed,no,1,0.127,0
66,7590,9703,36,no,employed,yes,2,0.447,0
41,9705,5472,12,no,unemployed,no,2,0.188,0
68,4425,5769,48,no,employed,yes,3,0.378,0
24,1500,2108,36,yes,unemployed,no,4,0.509,0
56,5107,5281,48,yes,employed,no,2,0.193,0
50,7116,5767,24,yes,employed,no,1,0.298,0
32,6303,3465,12,yes,unemployed,yes,2,0.284,0
32,6550,4813,24,no,employed,yes,3,0.43,0
56,8641,12492,48,yes,employed,no,4,0.371,1
52,6764,6182,36,yes,employed,yes,2,0.256,0
50,7597,10286,24,no,employed,yes,0,0.51,0
23,4120,5809,36,no,employed,no,0,0.284,0
50,3809,4994,48,no,employed,no,2,0.184,0
69,9228,12091,12,no,employed,yes,2,0.276,0
21,6201,7541,48,no,self-employed,yes,5,0.461,0
43,4753,5121,48,no,employed,no,3,0.327,0
45,4757,2838,36,no,self-employed,no,1,0.478,0
64,4701,7353,60,no,employed,no,2,0.39,0
34,4582,8001,60,no,self-employed,no,3,0.466,0
44,3433,3432,24,no,self-employed,no,1,0.245,0
56,2999,5097,12,no,unemployed,no,2,0.238,0
23,5609,10079,24,no,employed,no,2,0.145,0
60,4814,4955,24,no,employed,no,0,0.633,0
61,8214,11388,36,no,unemployed,yes,4,0.206,0
56,6586,8335,60,no,self-employed,no,4,0.224,0
52,6530,4283,60,yes,employed,no,0,0.446,0
57,4513,1672,24,no,employed,yes,2,0.401,0
59,5757,5642,36,yes,self-employed,no,1,0.176,0
65,6722,9953,12,no,employed,no,2,0.315,0
41,7432,5854,36,no,employed,yes,1,0.453,0
43,5812,8582,12,no,self-employed,no,0,0.478,0
52,8158,10460,60,yes,employed,yes,5,0.364,0
30,6015,8080,60,no,employed,no,1,0.423,0
62,7585,5526,24,no,employed,no,2,0.248,0
58,5020,5045,48,no,employed,no,2,0.149,0
51,2374,1359,36,yes,employed,no,3,0.1,0
35,6536,4378,60,no,self-employed,no,4,0.156,0
38,7450,3239,36,no,employed,no,2,0.314,0
42,7150,3504,24,no,unemployed,no,0,0.18,0
53,6844,4214,48,no,self-employed,yes,1,0.154,0
59,5302,6205,12,yes,self-employed,no,3,0.184,0
53,4386,4218,36,no,employed,no,2,0.423,0
66,7103,4975,24,no,employed,no,0,0.111,0
68,6852,10906,48,yes,self-employed,no,1,0.733,0
55,4878,5305,60,no,employed,no,4,0.235,1
39,8218,13844,12,yes,employed,yes,1,0.203,0
50,4234,5302,36,no,employed,yes,1,0.194,0
41,4832,1564,48,no,employed,no,6,0.277,0
51,9272,15486,24,yes,self-employed,yes,3,0.233,0
60,7737,12272,36,no,employed,no,4,0.297,0
39,5283,6619,48,no,employed,yes,1,0.383,0
45,6574,7245,36,yes,employed,no,1,0.118,0
23,6309,6178,60,no,employed,yes,3,0.53,0
57,1500,1534,36,no,employed,no,2,0.255,0
45,4187,6087,48,no,unemployed,no,2,0.071,0
43,5898,6309,12,no,unemployed,no,0,0.588,0
47,5286,2981,12,no,unemployed,no,2,0.181,0
31,6494,2514,12,no,employed,no,0,0.285,0
50,8258,4040,60,yes,employed,yes,4,0.643,0
57,5356,3626,60,no,employed,no,3,0.158,0
38,3884,3307,60,no,employed,yes,1,0.428,0
27,6649,10895,24,no,self-employed,no,3,0.276,0
39,5346,3521,36,yes,self-employed,no,2,0.159,0
30,5687,4432,48,no,employed,yes,2,0.158,0
39,5416,3436,48,yes,employed,no,0,0.287,1
51,10483,11726,12,no,unemployed,yes,3,0.177,0
26,1518,1860,60,no,employed,no,5,0.236,0
57,5223,5735,24,no,self-employed,no,1,0.183,0
32,5992,10352,24,no,self-employed,no,2,0.362,0
64,4437,7955,60,no,employed,no,2,0.102,0
56,7799,12135,36,no,unemployed,yes,1,0.177,0
34,7626,11499,36,no,unemployed,no,2,0.285,0
48,5904,5012,36,no,self-employed,no,1,0.354,0
26,5458,6384,60,no,employed,yes,3,0.576,0
25,5776,4777,12,no,employed,no,3,0.01,0
67,5790,8549,48,no,self-employed,yes,3,0.404,0
60,5843,3258,24,no,employed,no,3,0.397,0
28,5624,3515,12,no,employed,no,1,0.344,0
34,6504,2328,36,no,employed,yes,3,0.012,0
30,7506,9107,36,yes,employed,yes,4,0.558,0
40,3539,4716,24,no,self-employed,no,1,0.223,0
35,3898,1189,36,no,employed,yes,2,0.401,0
37,2502,2667,48,no,employed,yes,3,0.129,0
46,7732,6690,36,no,employed,no,1,0.213,0
30,6500,9675,48,no,employed,no,4,0.268,0
64,7010,2511,60,yes,employed,no,3,0.501,0
56,3141,1171,36,no,employed,no,2,0.48,0
58,9569,11772,36,no,employed,no,0,0.201,0
29,4782,5678,36,no,employed,no,3,0.338,0
55,6336,9799,36,no,employed,yes,1,0.214,0
61,7708,9160,12,no,employed,no,2,0.242,0
29,4026,6941,24,no,employed,no,7,0.094,0
57,4907,3786,24,yes,employed,no,1,0.01,0
38,6358,5702,36,no,self-employed,yes,1,0.427,0
59,11714,20692,60,no,employed,no,0,0.141,0
44,6602,3045,36,yes,employed,no,2,0.406,0
60,9212,13761,36,no,self-employed,yes,2,0.139,0
28,8411,2669,36,yes,self-employed,no,3,0.175,0
40,6736,6936,48,no,employed,yes,5,0.375,0
34,4021,2131,36,no,employed,no,0,0.25,0
33,8119,9728,36,no,self-employed,no,1,0.195,0
36,3003,4496,48,no,employed,yes,2,0.467,0
39,9201,3216,12,yes,unemployed,no,1,0.206,0
27,6400,3492,36,no,employed,yes,0,0.223,0
55,1500,1220,36,no,self-employed,no,1,0.36,0
47,5318,3635,48,no,unemployed,no,2,0.28,0
61,7307,6392,60,no,unemployed,no,1,0.423,0
55,5525,9546,48,no,employed,yes,1,0.301,1
28,7430,3356,36,no,self-employed,no,0,0.279,0
24,4299,4019,24,no,employed,no,2,0.158,0
41,3388,3339,36,yes,employed,no,4,0.398,1
44,5857,4220,60,no,unemployed,no,1,0.238,0
32,6063,4351,60,no,employed,no,1,0.435,0
59,5303,7276,60,no,self-employed,no,4,0.104,0
49,8454,10371,24,no,employed,no,3,0.072,0
57,4299,6531,48,yes,employed,no,2,0.134,0
26,6626,6013,60,no,employed,yes,4,0.436,0
60,6135,7423,48,yes,employed,no,1,0.158,0
31,2886,4734,48,no,employed,no,1,0.09,0
42,3361,5300,36,no,employed,no,1,0.2,0
42,6023,10118,48,no,unemployed,no,0,0.137,0
61,9962,7007,24,no,self-employed,no,4,0.266,0
34,7158,12727,12,no,self-employed,yes,2,0.286,1
32,2548,3884,60,yes,employed,no,1,0.407,1
37,1500,2238,60,no,employed,no,0,0.345,0
38,7466,9716,60,no,self-employed,yes,1,0.212,0
29,5807,10306,24,no,employed,yes,5,0.032,0
29,8282,7970,12,yes,employed,yes,6,0.118,1
32,4238,5985,24,no,unemployed,no,2,0.387,0
43,6700,9033,60,yes,employed,no,1,0.207,0
37,7692,10754,48,no,unemployed,yes,0,0.192,0
40,5105,7285,60,yes,employed,no,2,0.376,0
56,5147,3016,24,no,employed,no,3,0.388,0
32,6050,4982,36,no,employed,no,1,0.369,0
65,7085,6294,48,no,unemployed,no,2,0.473,0
57,5971,8490,24,no,employed,no,2,0.229,0
29,7947,10922,60,yes,self-employed,no,4,0.283,0
36,5076,7868,36,no,employed,no,2,0.354,0
29,3343,4956,12,no,unemployed,no,0,0.254,0
34,9953,11884,12,no,employed,no,3,0.611,0
38,4790,2442,60,no,employed,no,3,0.495,0
27,4863,6094,48,no,self-employed,no,2,0.312,0
21,5868,9568,48,yes,self-employed,no,2,0.384,0
42,6134,7758,48,no,self-employed,yes,1,0.074,0
55,5226,8588,36,no,employed,yes,3,0.01,0
35,5965,10728,48,no,unemployed,yes,2,0.444,0
63,5920,4965,60,no,employed,yes,2,0.466,0
39,6349,8792,24,no,unemployed,no,4,0.118,0
65,1500,1664,48,no,employed,yes,4,0.155,0
32,9761,9589,24,no,employed,no,1,0.058,0
47,5705,3764,24,no,employed,no,3,0.563,0
58,7161,4789,36,no,employed,no,2,0.365,0
23,3243,1872,60,no,employed,no,1,0.115,0
66,5057,6307,12,no,self-employed,yes,1,0.372,0
38,4655,2388,36,no,self-employed,yes,1,0.147,0
45,8939,8465,48,no,employed,no,4,0.045,0
51,4828,5238,12,no,employed,yes,3,0.192,0
52,7516,7195,48,no,self-employed,no,1,0.743,0
22,4699,7435,60,no,unemployed,yes,4,0.357,0
63,5094,4914,12,no,employed,no,0,0.382,0
51,5508,2336,24,no,unemployed,yes,2,0.079,0
69,8567,15320,60,yes,employed,no,1,0.141,0
44,2220,3479,24,yes,self-employed,yes,1,0.581,0
51,3368,4344,12,no,self-employed,no,0,0.308,0
42,2105,3019,60,no,employed,yes,4,0.169,0
64,3824,1882,60,no,employed,yes,0,0.503,0
61,4376,6340,48,no,self-employed,yes,1,0.357,0
65,2771,1694,36,no,employed,no,1,0.01,0
45,4531,4682,60,no,employed,no,3,0.093,0
59,1970,1116,48,no,employed,no,2,0.45,0
38,3964,5671,48,no,self-employed,no,2,0.244,0
43,8400,5618,60,yes,employed,no,2,0.496,0
58,6807,4627,48,no,employed,yes,4,0.506,0
24,6374,2956,36,yes,unemployed,no,2,0.137,1
55,3994,5515,36,no,self-employed,no,2,0.27,0
21,2927,2177,36,yes,employed,yes,0,0.088,0
49,3721,4009,36,yes,employed,yes,0,0.243,0
44,5913,4720,36,yes,employed,no,6,0.073,0
43,7736,11310,36,no,employed,yes,5,0.274,0
45,7804,4992,60,no,employed,yes,1,0.396,0
45,7261,12425,36,no,employed,no,0,0.2,0
40,4524,3537,12,no,employed,yes,2,0.07,0
43,6049,2756,24,no,employed,no,1,0.282,0
48,5357,3538,24,no,employed,no,0,0.345,0
58,5597,2299,48,no,employed,no,1,0.301,0
48,10074,10105,36,no,unemployed,no,0,0.491,0
52,2475,1671,24,yes,employed,no,0,0.175,0
61,5530,9008,60,no,self-employed,no,2,0.233,0
69,8423,9060,12,yes,employed,no,1,0.347,0
26,3068,1994,24,yes,employed,no,0,0.364,0
55,4712,4603,60,no,employed,no,0,0.604,1
32,4941,2934,36,yes,employed,no,4,0.33,0
30,5553,3154,48,yes,self-employed,no,4,0.215,0
59,2808,2108,60,no,employed,yes,3,0.313,0
24,7190,3325,60,yes,employed,yes,0,0.278,0
62,7332,4274,12,no,employed,no,2,0.265,0
58,7016,11976,48,no,employed,no,0,0.439,0
69,4259,5537,48,no,employed,no,1,0.312,0
53,6173,10380,24,no,employed,no,2,0.192,0
63,4201,2878,60,yes,employed,yes,1,0.132,0
26,5334,8457,36,no,employed,no,1,0.328,0
64,10306,8692,60,no,self-employed,no,3,0.234,0
28,6191,3196,48,no,employed,no,4,0.435,0
36,3624,5461,36,no,unemployed,no,1,0.105,0
27,6360,2477,24,no,employed,no,2,0.421,0
40,3296,2990,60,no,employed,no,1,0.244,0
57,3601,5505,36,no,self-employed,no,4,0.59,0
34,3917,4801,12,yes,employed,yes,3,0.137,1
61,5111,5505,12,no,employed,no,1,0.314,0
50,7873,6538,48,no,unemployed,yes,1,0.042,0
51,7156,2952,24,no,unemployed,yes,5,0.186,0
67,7045,12585,36,no,employed,no,1,0.213,0
42,3802,2137,48,yes,employed,no,1,0.298,0
37,4917,3358,24,no,self-employed,no,1,0.438,0
69,6544,4278,36,no,unemployed,no,1,0.017,0
48,4743,7882,24,no,employed,no,0,0.434,0
51,5443,7868,60,yes,employed,no,0,0.334,0
35,6882,6785,60,no,self-employed,no,2,0.082,1
31,5302,9189,24,yes,employed,no,0,0.462,0
29,6452,2446,36,no,self-employed,no,1,0.443,0
31,9185,15068,36,no,employed,no,1,0.207,0
